step,host,alg,-t,t,-mr,mr,-ma,ma,-mp,mp,-p,-k,k,-i,i,-d,d,-rq,rq,-rqsize,rqsize,-nwork,nwork,-nrq,nrq,-seqwidth,seqwidth,-trial,trial,-pinning,pinning,-data,total insert succ,total erase succ,throughput,incl. queries,elapsed milliseconds,tree,footprint after prefilling,footprint at the end,footprint peak in prefill,footprint peak overall,MILLIS_TO_RUN,INS,DEL,MAXKEY,WORK_THREADS,RECLAIM_TYPE,ALLOC_TYPE,POOL_TYPE,WIDTH_SEQ,THREAD_BINDING,PREFILL,PAPI_L1_DCM,PAPI_L2_TCM,PAPI_L3_TCM,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_TOT_INS,allocated~5,deallocated~2,recycled~2,pool~2,reclaim~2,total fast htm commit~2,total fast htm abort~2,total fallback commit~2,total fallback abort~2,seconds global lock is held~2,obj1type,obj1size,obj1allocated,obj2type,obj2size,obj2allocated,filename,cmd,machine
step2237,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,125,-nrq,1,-seqwidth,48,-trial,1,-pinning,ZYRA_SCATTER,data,23606898,23606808,4721370,47175844,10000,,,,,,10000,58463.5,5,100000,125,debra,new,none,,7,1,,9.72098,1.00519,7061.5,,8463.5,,,,,,471331541 ,89974545 ,426903 ,0 ,6.40807 ,,,,,,,"step2237.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.125.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 125 -nrq 1 >> output.zyra.dsbench/step2237.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.125.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2238,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,125,-nrq,1,-seqwidth,48,-trial,2,-pinning,ZYRA_SCATTER,data,23485111,23481875,4696698,46931912,10000,,,,,,10000,58510.24,5,100000,125,debra,new,none,,7,1,,9.75784,1.00875,7086.88,,8510.24,,,,,,468884160 ,90524019 ,434962 ,0 ,6.43914 ,,,,,,,"step2238.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.125.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 125 -nrq 1 >> output.zyra.dsbench/step2238.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.125.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2239,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,144,-nrq,0,-seqwidth,48,-trial,0,-pinning,ZYRA_SCATTER,data,53837734,53848058,10768579,107564553,10000,,,,,,10000,52490.44,5,100000,144,debra,new,none,,7,1,,9.63158,0.736295,3523.81,,2490.44,,,,,,1075041622 ,176482655 ,603915 ,0 ,3.33258 ,,,,,,,"step2239.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.144.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 144 -nrq 0 >> output.zyra.dsbench/step2239.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.144.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step223,zyra,dsbench_tl2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,53,-nrq,1,-seqwidth,48,-trial,0,-pinning,ZYRA_CLUSTER,data,14860991,14869045,2973003,29698249,10000,,,,,,10000,53696.95,5,100000,53,debra,new,none,,8,1,,22.6646,0.715235,4570.96,,3696.95,,,,,,,,,,,,,,,,,"step223.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 53 -nrq 1 >> output.zyra.dsbench/step223.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2240,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,144,-nrq,0,-seqwidth,48,-trial,1,-pinning,ZYRA_SCATTER,data,53814693,53802611,10761730,107498922,10000,,,,,,10000,52517.98,5,100000,144,debra,new,none,,7,1,,9.48802,0.731234,3536.36,,2517.98,,,,,,1074382437 ,171799968 ,606785 ,0 ,3.36004 ,,,,,,,"step2240.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.144.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 144 -nrq 0 >> output.zyra.dsbench/step2240.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.144.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2241,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,144,-nrq,0,-seqwidth,48,-trial,2,-pinning,ZYRA_SCATTER,data,53342826,53344191,10668701,106555812,10000,,,,,,10000,52548.71,5,100000,144,debra,new,none,,7,1,,9.5453,0.727054,3556.01,,2548.71,,,,,,1064942546 ,172286358 ,615575 ,0 ,3.47053 ,,,,,,,"step2241.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.144.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 144 -nrq 0 >> output.zyra.dsbench/step2241.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.144.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1123,zyra,dsbench_tl2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,1,-nrq,0,-seqwidth,48,-trial,0,-pinning,ZYRA_CLUSTER,data,1337735,1334819,267255,2668149,10000,,,,,,10000,52679.76,5,10000,1,debra,new,none,,8,1,,5.09945,0.00852535,1219.91,,2679.76,,,,,,,,,,,,,,,,,"step1123.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 1 -nrq 0 >> output.zyra.dsbench/step1123.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2242,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,143,-nrq,1,-seqwidth,48,-trial,0,-pinning,ZYRA_SCATTER,data,25352590,25357987,5071057,50664903,10000,,,,,,10000,58026.79,5,100000,143,debra,new,none,,7,1,,9.87436,0.973462,7484.45,,8026.79,,,,,,506196485 ,102900437 ,452553 ,0 ,6.52593 ,,,,,,,"step2242.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.143.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 143 -nrq 1 >> output.zyra.dsbench/step2242.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.143.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2243,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,143,-nrq,1,-seqwidth,48,-trial,1,-pinning,ZYRA_SCATTER,data,25729783,25720798,5145058,51413150,10000,,,,,,10000,57908.89,5,100000,143,debra,new,none,,7,1,,9.82444,0.97567,7394.6,,7908.89,,,,,,513684206 ,103725619 ,447295 ,0 ,6.49419 ,,,,,,,"step2243.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.143.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 143 -nrq 1 >> output.zyra.dsbench/step2243.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.143.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2244,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,143,-nrq,1,-seqwidth,48,-trial,2,-pinning,ZYRA_SCATTER,data,25500262,25487460,5098772,50954735,10000,,,,,,10000,57905.5,5,100000,143,debra,new,none,,7,1,,9.75648,0.976737,7442.58,,7905.5,,,,,,509105763 ,110637447 ,441594 ,0 ,6.44157 ,,,,,,,"step2244.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.143.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 143 -nrq 1 >> output.zyra.dsbench/step2244.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.143.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2245,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,1,-nrq,0,-seqwidth,48,-trial,0,-pinning,ZYRA_SCATTER,data,5064342,5063022,1012736,2528999,10000,,,,,,10000,20898.945,20,100000,1,debra,new,none,,7,1,,8.82539,0.0117533,1436.99,,898.945,,,,,,25230869 ,1192107 ,59130 ,0 ,0.185269 ,,,,,,,"step2245.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 1 -nrq 0 >> output.zyra.dsbench/step2245.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2246,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,1,-nrq,0,-seqwidth,48,-trial,1,-pinning,ZYRA_SCATTER,data,5168972,5165463,1033443,2580399,10000,,,,,,10000,20928.279,20,100000,1,debra,new,none,,7,1,,8.80875,0.0142287,1473.36,,928.279,,,,,,25743232 ,1226830 ,60767 ,0 ,0.178943 ,,,,,,,"step2246.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 1 -nrq 0 >> output.zyra.dsbench/step2246.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2247,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,1,-nrq,0,-seqwidth,48,-trial,2,-pinning,ZYRA_SCATTER,data,5226275,5230715,1045699,2609499,10000,,,,,,10000,20893.426,20,100000,1,debra,new,none,,7,1,,8.80866,0.015222,1448.51,,893.426,,,,,,26033889 ,1226788 ,61110 ,0 ,0.175175 ,,,,,,,"step2247.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 1 -nrq 0 >> output.zyra.dsbench/step2247.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2248,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,18,-nrq,0,-seqwidth,48,-trial,0,-pinning,ZYRA_SCATTER,data,38471196,38470120,7694131,19213342,10000,,,,,,10000,202470.78,20,100000,18,debra,new,none,,7,1,,10.0816,2.1016,3127.52,,2470.78,,,,,,191678366 ,59951885 ,455060 ,0 ,1.75865 ,,,,,,,"step2248.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 18 -nrq 0 >> output.zyra.dsbench/step2248.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2249,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,18,-nrq,0,-seqwidth,48,-trial,1,-pinning,ZYRA_SCATTER,data,38470683,38476821,7694750,19214815,10000,,,,,,10000,202608.55,20,100000,18,debra,new,none,,7,1,,10.0852,2.10284,3250.13,,2608.55,,,,,,191692253 ,61500671 ,455906 ,0 ,1.79035 ,,,,,,,"step2249.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 18 -nrq 0 >> output.zyra.dsbench/step2249.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step224,zyra,dsbench_tl2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,53,-nrq,1,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,14746614,14740769,2948738,29461958,10000,,,,,,10000,53765.04,5,100000,53,debra,new,none,,8,1,,22.8618,0.711775,4600.59,,3765.04,,,,,,,,,,,,,,,,,"step224.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 53 -nrq 1 >> output.zyra.dsbench/step224.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2250,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,18,-nrq,0,-seqwidth,48,-trial,2,-pinning,ZYRA_SCATTER,data,39190170,39187031,7837720,19574117,10000,,,,,,10000,202577.52,20,100000,18,debra,new,none,,7,1,,10.0267,2.09337,3212.16,,2577.52,,,,,,195277260 ,60423627 ,463914 ,0 ,1.83267 ,,,,,,,"step2250.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 18 -nrq 0 >> output.zyra.dsbench/step2250.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1124,zyra,dsbench_tl2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,1,-nrq,0,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,1340417,1338730,267914,2677449,10000,,,,,,10000,52660.67,5,10000,1,debra,new,none,,8,1,,5.15252,0.00801838,1219.2,,2660.67,,,,,,,,,,,,,,,,,"step1124.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_tl2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 1 -nrq 0 >> output.zyra.dsbench/step1124.zyra.dsbench_tl2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2251,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,17,-nrq,1,-seqwidth,48,-trial,0,-pinning,ZYRA_SCATTER,data,18338415,18331234,3666964,9181641,10000,,,,,,10000,2011721.1,20,100000,17,debra,new,none,,7,1,,12.1681,3.35149,6836.11,,11721.1,,,,,,91346195 ,35419141 ,470215 ,0 ,5.51542 ,,,,,,,"step2251.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 17 -nrq 1 >> output.zyra.dsbench/step2251.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2252,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,17,-nrq,1,-seqwidth,48,-trial,1,-pinning,ZYRA_SCATTER,data,18676478,18671237,3734771,9350207,10000,,,,,,10000,2011514.4,20,100000,17,debra,new,none,,7,1,,12.0582,3.32402,6704.82,,11514.4,,,,,,93037033 ,35941854 ,465039 ,0 ,5.48441 ,,,,,,,"step2252.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 17 -nrq 1 >> output.zyra.dsbench/step2252.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step2253,zyra,dsbench_hytm1,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,17,-nrq,1,-seqwidth,48,-trial,2,-pinning,ZYRA_SCATTER,data,18663064,18668583,3733164,9349432,10000,,,,,,10000,2011573.2,20,100000,17,debra,new,none,,7,1,,12.2145,3.34229,6796.92,,11573.2,,,,,,93018220 ,35995865 ,476101 ,0 ,5.46671 ,,,,,,,"step2253.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 17 -nrq 1 >> output.zyra.dsbench/step2253.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_SCATTER.data 2>>output.zyra.dsbench/stderr.out",zyra
