step,host,alg,#NAME?,t,#NAME?,mr,#NAME?,ma,#NAME?,mp,#NAME?,#NAME?,k,#NAME?,i,#NAME?,d,#NAME?,rq,#NAME?,rqsize,#NAME?,nwork,#NAME?,nrq,#NAME?,seqwidth,#NAME?,trial,#NAME?,pinning,#NAME?,total insert succ,total erase succ,throughput,incl. queries,elapsed milliseconds,tree,footprint after prefilling,footprint at the end,footprint peak in prefill,footprint peak overall,MILLIS_TO_RUN,INS,DEL,MAXKEY,WORK_THREADS,RECLAIM_TYPE,ALLOC_TYPE,POOL_TYPE,WIDTH_SEQ,THREAD_BINDING,PREFILL,PAPI_L1_DCM,PAPI_L2_TCM,PAPI_L3_TCM,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_TOT_INS,allocated~5,deallocated~2,recycled~2,pool~2,reclaim~2,total fast htm commit~2,total fast htm abort~2,total fallback commit~2,total fallback abort~2,seconds global lock is held~2,obj1type,obj1size,obj1allocated,obj2type,obj2size,obj2allocated,filename,cmd,machine
step512,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,1,#NAME?,0,#NAME?,48,#NAME?,1,#NAME?,ZYRA_CLUSTER,data,1076445,1076509,215295,2151599,10000,,,,,,10000,51283.1,5,100000,1,debra,new,none,,8,1,,27.1138,0.368919,1762.71,,1283.1,,,,,,21505263,253609,10736,0,0,,,,,,,step512.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 1 -nrq 0 >> output.zyra.dsbench/step512.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step513,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,1,#NAME?,0,#NAME?,48,#NAME?,2,#NAME?,ZYRA_CLUSTER,data,913119,911033,182415,1821749,10000,,,,,,10000,51300.69,5,100000,1,debra,new,none,,8,1,,26.6062,0.333543,1631.7,,1300.69,,,,,,18207786,232253,9713,0,0,,,,,,,step513.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 1 -nrq 0 >> output.zyra.dsbench/step513.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.1.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step514,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,18,#NAME?,0,#NAME?,48,#NAME?,0,#NAME?,ZYRA_CLUSTER,data,14966190,14965995,2993218,29898615,10000,,,,,,10000,51316.23,5,100000,18,debra,new,none,,8,1,,24.0268,0.225877,1595.04,,1316.23,,,,,,298812836,4681311,173315,318,0,,,,,,,step514.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 18 -nrq 0 >> output.zyra.dsbench/step514.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step515,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,18,#NAME?,0,#NAME?,48,#NAME?,1,#NAME?,ZYRA_CLUSTER,data,15012675,15024233,3003690,30006781,10000,,,,,,10000,51314.1,5,100000,18,debra,new,none,,8,1,,24.1535,0.222579,1589.44,,1314.1,,,,,,299897272,4353788,170542,381,0,,,,,,,step515.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 18 -nrq 0 >> output.zyra.dsbench/step515.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step516,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,18,#NAME?,0,#NAME?,48,#NAME?,2,#NAME?,ZYRA_CLUSTER,data,15039509,15038171,3007768,30043235,10000,,,,,,10000,51279.97,5,100000,18,debra,new,none,,8,1,,24.1045,0.228505,1586.19,,1279.97,,,,,,300261684,5809947,170672,377,0,,,,,,,step516.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 18 -nrq 0 >> output.zyra.dsbench/step516.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.18.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step517,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,17,#NAME?,1,#NAME?,48,#NAME?,0,#NAME?,ZYRA_CLUSTER,data,14309614,14303319,2861293,28583476,10000,,,,,,10000,51503.96,5,100000,17,debra,new,none,,8,1,,23.8851,0.256977,1663.95,,1503.96,,,,,,285679150,4067210,155613,24694,0,,,,,,,step517.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 17 -nrq 1 >> output.zyra.dsbench/step517.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step518,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,17,#NAME?,1,#NAME?,48,#NAME?,1,#NAME?,ZYRA_CLUSTER,data,14394230,14404445,2879867,28767259,10000,,,,,,10000,51490.47,5,100000,17,debra,new,none,,8,1,,23.7759,0.268656,1654.8,,1490.47,,,,,,287515567,3998496,157022,25498,0,,,,,,,step518.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 17 -nrq 1 >> output.zyra.dsbench/step518.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step519,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,17,#NAME?,1,#NAME?,48,#NAME?,2,#NAME?,ZYRA_CLUSTER,data,14293156,14290360,2858351,28545276,10000,,,,,,10000,51541.88,5,100000,17,debra,new,none,,8,1,,23.5303,0.254029,1665.53,,1541.88,,,,,,285291379,4014636,161384,24477,0,,,,,,,step519.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 17 -nrq 1 >> output.zyra.dsbench/step519.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step51,zyra,dsbench_hytm2_3path,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,0,#NAME?,0,#NAME?,0,#NAME?,256,#NAME?,143,#NAME?,1,#NAME?,48,#NAME?,2,#NAME?,ZYRA_CLUSTER,data,,,0,168730897,10000,,,,,,10000,1328.59,0,100000,143,debra,new,none,,8,1,,24.2678,0.0494683,2247.35,,1328.59,,,,,,5094848,1683141519,54220,26532,0,,,,,,,step51.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.143.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2_3path -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 0 -d 0 -rq 0 -rqsize 256 -nwork 143 -nrq 1 >> output.zyra.dsbench/step51.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.0.-d.0.-rq.0.-rqsize.256.-nwork.143.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step1282,zyra,dsbench_hytm1,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,10000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,17,#NAME?,1,#NAME?,48,#NAME?,0,#NAME?,ZYRA_CLUSTER,data,16595583,16595565,3319114,33187271,10000,,,,,,10000,52232.47,5,10000,17,debra,new,none,,8,1,,3.48042,0.0269373,1443.97,,2232.47,,,,,,331415563,15817449,457150,0,3.59388,,,,,,,step1282.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm1 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 17 -nrq 1 >> output.zyra.dsbench/step1282.zyra.dsbench_hytm1.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step520,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,36,#NAME?,0,#NAME?,48,#NAME?,0,#NAME?,ZYRA_CLUSTER,data,23873061,23864342,4773740,47673886,10000,,,,,,10000,51292.92,5,100000,36,debra,new,none,,8,1,,25.0446,0.179608,1994.44,,1292.92,,,,,,476481317,20080056,257449,1124,0,,,,,,,step520.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 36 -nrq 0 >> output.zyra.dsbench/step520.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step521,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,36,#NAME?,0,#NAME?,48,#NAME?,1,#NAME?,ZYRA_CLUSTER,data,23669137,23678330,4734746,47304491,10000,,,,,,10000,51305.74,5,100000,36,debra,new,none,,8,1,,24.0643,0.250501,2008.93,,1305.74,,,,,,472787306,23529573,257599,1316,0,,,,,,,step521.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 36 -nrq 0 >> output.zyra.dsbench/step521.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step522,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,36,#NAME?,0,#NAME?,48,#NAME?,2,#NAME?,ZYRA_CLUSTER,data,23302460,23303240,4660570,46546673,10000,,,,,,10000,51415.74,5,100000,36,debra,new,none,,8,1,,24.0821,0.175997,2054.74,,1415.74,,,,,,465216455,22790157,250283,1241,0,,,,,,,step522.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 36 -nrq 0 >> output.zyra.dsbench/step522.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step523,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,35,#NAME?,1,#NAME?,48,#NAME?,0,#NAME?,ZYRA_CLUSTER,data,23959737,23965640,4792537,47866445,10000,,,,,,10000,51363.42,5,100000,35,debra,new,none,,8,1,,24.5576,0.208104,2000.57,,1363.42,,,,,,478417756,20840422,246696,29528,0,,,,,,,step523.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 35 -nrq 1 >> output.zyra.dsbench/step523.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step524,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,35,#NAME?,1,#NAME?,48,#NAME?,1,#NAME?,ZYRA_CLUSTER,data,23751440,23742058,4749349,47441935,10000,,,,,,10000,51351.57,5,100000,35,debra,new,none,,8,1,,23.8146,0.224862,2004.3,,1351.57,,,,,,474172603,19798732,246754,30631,0,,,,,,,step524.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 35 -nrq 1 >> output.zyra.dsbench/step524.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step525,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,35,#NAME?,1,#NAME?,48,#NAME?,2,#NAME?,ZYRA_CLUSTER,data,23703903,23706876,4741077,47358274,10000,,,,,,10000,51338.06,5,100000,35,debra,new,none,,8,1,,24.4665,0.2175,2004.52,,1338.06,,,,,,473334530,21391499,248210,30312,0,,,,,,,step525.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 35 -nrq 1 >> output.zyra.dsbench/step525.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step526,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,54,#NAME?,0,#NAME?,48,#NAME?,0,#NAME?,ZYRA_CLUSTER,data,31448481,31457529,6290601,62820976,10000,,,,,,10000,51398.18,5,100000,54,debra,new,none,,8,1,,25.7802,1.00364,2269.11,,1398.18,,,,,,627853682,75550375,353319,2608,0,,,,,,,step526.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 54 -nrq 0 >> output.zyra.dsbench/step526.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step527,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,54,#NAME?,0,#NAME?,48,#NAME?,1,#NAME?,ZYRA_CLUSTER,data,31397433,31401922,6279935,62714901,10000,,,,,,10000,51410.74,5,100000,54,debra,new,none,,8,1,,25.9457,1.01679,2273.69,,1410.74,,,,,,626794515,80837428,351219,2590,0,,,,,,,step527.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 54 -nrq 0 >> output.zyra.dsbench/step527.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step528,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,54,#NAME?,0,#NAME?,48,#NAME?,2,#NAME?,ZYRA_CLUSTER,data,31263053,31257221,6252027,62445895,10000,,,,,,10000,51409.56,5,100000,54,debra,new,none,,8,1,,26.2941,1.01614,2284.06,,1409.56,,,,,,624102706,75687682,352708,2287,0,,,,,,,step528.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 54 -nrq 0 >> output.zyra.dsbench/step528.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
step529,zyra,dsbench_hytm2,#NAME?,10000,#NAME?,debra,#NAME?,new,#NAME?,none,#NAME?,#NAME?,100000,#NAME?,5,#NAME?,5,#NAME?,0,#NAME?,256,#NAME?,53,#NAME?,1,#NAME?,48,#NAME?,0,#NAME?,ZYRA_CLUSTER,data,33238789,33237259,6647604,66395596,10000,,,,,,10000,51476.29,5,100000,53,debra,new,none,,8,1,,24.6978,0.893908,2141.3,,1476.29,,,,,,663565054,81378648,386027,44851,0,,,,,,,step529.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data,LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 53 -nrq 1 >> output.zyra.dsbench/step529.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out,zyra
