step,dummy,alg,-t,t,-mr,mr,-ma,ma,-mp,mp,-p,-k,k,-i,i,-d,d,-rq,rq,-rqsize,rqsize,-nwork,nwork,-nrq,nrq,-seqwidth,seqwidth,-trial,trial,-data,total insert succ,total erase succ,throughput,incl. queries,elapsed milliseconds,tree,footprint after prefilling,footprint at the end,footprint peak in prefill,footprint peak overall,MILLIS_TO_RUN,INS,DEL,MAXKEY,WORK_THREADS,RECLAIM_TYPE,ALLOC_TYPE,POOL_TYPE,WIDTH_SEQ,THREAD_BINDING,PREFILL,PAPI_L1_DCM,PAPI_L2_TCM,PAPI_L3_TCM,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_TOT_ISR,allocated~5,deallocated~2,recycled~2,pool~2,reclaim~2,obj1type,obj1size,obj1allocated,obj2type,obj2size,obj2allocated,filename,cmd,machine
step1445,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,16,-nrq,0,-seqwidth,48,-trial,4,data,6801022,6778164,13579186,13579186,1000,,,,,,1000,50,50,100000,16,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1445.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.16.-nrq.0.-seqwidth.48.-trial.4.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 16 -nrq 0",tapuz40
step1446,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,16,-nrq,0,-seqwidth,48,-trial,5,data,6988020,6977645,13965665,13965665,1000,,,,,,1000,50,50,100000,16,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1446.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.16.-nrq.0.-seqwidth.48.-trial.5.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 16 -nrq 0",tapuz40
step1447,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,15,-nrq,1,-seqwidth,48,-trial,0,data,5996709,5988386,11985095,11985096,1000,,,,,,1000,50,50,100000,15,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1447.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.15.-nrq.1.-seqwidth.48.-trial.0.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 15 -nrq 1",tapuz40
step1448,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,15,-nrq,1,-seqwidth,48,-trial,1,data,6266557,6259336,12525893,12525894,1000,,,,,,1000,50,50,100000,15,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1448.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.15.-nrq.1.-seqwidth.48.-trial.1.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 15 -nrq 1",tapuz40
step1449,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,15,-nrq,1,-seqwidth,48,-trial,2,data,6596587,6579529,13176116,13176117,1000,,,,,,1000,50,50,100000,15,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1449.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.15.-nrq.1.-seqwidth.48.-trial.2.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 15 -nrq 1",tapuz40
step144,tapuz40,dsbench_tl2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,1,-nrq,1,-seqwidth,48,-trial,5,data,54004,53793,107797,1077063,1000,,,,,,1000,5,5,100000,1,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step144.tapuz40.dsbench_tl2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.1.-nrq.1.-seqwidth.48.-trial.5.data","   ./tapuz40.dsbench_tl2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 1 -nrq 1",tapuz40
step1450,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,15,-nrq,1,-seqwidth,48,-trial,3,data,6582082,6566102,13148184,13148185,1000,,,,,,1000,50,50,100000,15,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1450.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.15.-nrq.1.-seqwidth.48.-trial.3.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 15 -nrq 1",tapuz40
step1451,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,15,-nrq,1,-seqwidth,48,-trial,4,data,6581505,6565191,13146696,13146697,1000,,,,,,1000,50,50,100000,15,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1451.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.15.-nrq.1.-seqwidth.48.-trial.4.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 15 -nrq 1",tapuz40
step1452,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,15,-nrq,1,-seqwidth,48,-trial,5,data,5998146,5979471,11977617,11977618,1000,,,,,,1000,50,50,100000,15,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1452.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.15.-nrq.1.-seqwidth.48.-trial.5.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 15 -nrq 1",tapuz40
step1453,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,20,-nrq,0,-seqwidth,48,-trial,0,data,6937975,6917787,13855762,13855762,1000,,,,,,1000,50,50,100000,20,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1453.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.20.-nrq.0.-seqwidth.48.-trial.0.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 20 -nrq 0",tapuz40
step1454,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,20,-nrq,0,-seqwidth,48,-trial,1,data,6489107,6473711,12962818,12962818,1000,,,,,,1000,50,50,100000,20,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1454.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.20.-nrq.0.-seqwidth.48.-trial.1.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 20 -nrq 0",tapuz40
step1455,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,20,-nrq,0,-seqwidth,48,-trial,2,data,6986704,6972294,13958998,13958998,1000,,,,,,1000,50,50,100000,20,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1455.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.20.-nrq.0.-seqwidth.48.-trial.2.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 20 -nrq 0",tapuz40
step1456,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,20,-nrq,0,-seqwidth,48,-trial,3,data,6707885,6699751,13407636,13407636,1000,,,,,,1000,50,50,100000,20,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1456.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.20.-nrq.0.-seqwidth.48.-trial.3.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 20 -nrq 0",tapuz40
step1457,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,20,-nrq,0,-seqwidth,48,-trial,4,data,7000210,6982567,13982777,13982777,1000,,,,,,1000,50,50,100000,20,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1457.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.20.-nrq.0.-seqwidth.48.-trial.4.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 20 -nrq 0",tapuz40
step1458,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,20,-nrq,0,-seqwidth,48,-trial,5,data,6627924,6617333,13245257,13245257,1000,,,,,,1000,50,50,100000,20,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1458.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.20.-nrq.0.-seqwidth.48.-trial.5.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 20 -nrq 0",tapuz40
step1459,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,19,-nrq,1,-seqwidth,48,-trial,0,data,6308532,6293121,12601653,12601654,1000,,,,,,1000,50,50,100000,19,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1459.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.19.-nrq.1.-seqwidth.48.-trial.0.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 19 -nrq 1",tapuz40
step145,tapuz40,dsbench_tl2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,4,-nrq,0,-seqwidth,48,-trial,0,data,220817,220128,440945,4398475,1000,,,,,,1000,5,5,100000,4,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step145.tapuz40.dsbench_tl2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.4.-nrq.0.-seqwidth.48.-trial.0.data","   ./tapuz40.dsbench_tl2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 4 -nrq 0",tapuz40
step1460,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,19,-nrq,1,-seqwidth,48,-trial,1,data,7001028,6983352,13984380,13984381,1000,,,,,,1000,50,50,100000,19,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1460.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.19.-nrq.1.-seqwidth.48.-trial.1.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 19 -nrq 1",tapuz40
step1461,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,19,-nrq,1,-seqwidth,48,-trial,2,data,6333497,6322062,12655559,12655560,1000,,,,,,1000,50,50,100000,19,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1461.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.19.-nrq.1.-seqwidth.48.-trial.2.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 19 -nrq 1",tapuz40
step1462,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,19,-nrq,1,-seqwidth,48,-trial,3,data,6536410,6516063,13052473,13052474,1000,,,,,,1000,50,50,100000,19,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1462.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.19.-nrq.1.-seqwidth.48.-trial.3.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 19 -nrq 1",tapuz40
step1463,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,19,-nrq,1,-seqwidth,48,-trial,4,data,6321627,6310426,12632053,12632054,1000,,,,,,1000,50,50,100000,19,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1463.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.19.-nrq.1.-seqwidth.48.-trial.4.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 19 -nrq 1",tapuz40
step1464,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,19,-nrq,1,-seqwidth,48,-trial,5,data,6673010,6656706,13329716,13329717,1000,,,,,,1000,50,50,100000,19,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1464.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.19.-nrq.1.-seqwidth.48.-trial.5.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 19 -nrq 1",tapuz40
step1465,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,24,-nrq,0,-seqwidth,48,-trial,0,data,7336166,7314333,14650499,14650499,1000,,,,,,1000,50,50,100000,24,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1465.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.24.-nrq.0.-seqwidth.48.-trial.0.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 24 -nrq 0",tapuz40
step1466,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,24,-nrq,0,-seqwidth,48,-trial,1,data,7940224,7926150,15866374,15866374,1000,,,,,,1000,50,50,100000,24,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1466.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.24.-nrq.0.-seqwidth.48.-trial.1.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 24 -nrq 0",tapuz40
step1467,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,24,-nrq,0,-seqwidth,48,-trial,2,data,7470508,7451565,14922073,14922073,1000,,,,,,1000,50,50,100000,24,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1467.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.24.-nrq.0.-seqwidth.48.-trial.2.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 24 -nrq 0",tapuz40
step1468,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,24,-nrq,0,-seqwidth,48,-trial,3,data,7653222,7632924,15286146,15286146,1000,,,,,,1000,50,50,100000,24,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1468.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.24.-nrq.0.-seqwidth.48.-trial.3.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 24 -nrq 0",tapuz40
step1469,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,24,-nrq,0,-seqwidth,48,-trial,4,data,7708945,7692646,15401591,15401591,1000,,,,,,1000,50,50,100000,24,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1469.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.24.-nrq.0.-seqwidth.48.-trial.4.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 24 -nrq 0",tapuz40
step146,tapuz40,dsbench_tl2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,4,-nrq,0,-seqwidth,48,-trial,1,data,216232,216869,433101,4337111,1000,,,,,,1000,5,5,100000,4,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step146.tapuz40.dsbench_tl2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.4.-nrq.0.-seqwidth.48.-trial.1.data","   ./tapuz40.dsbench_tl2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 4 -nrq 0",tapuz40
step1470,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,24,-nrq,0,-seqwidth,48,-trial,5,data,7212237,7200029,14412266,14412266,1000,,,,,,1000,50,50,100000,24,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1470.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.24.-nrq.0.-seqwidth.48.-trial.5.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 24 -nrq 0",tapuz40
step1471,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,23,-nrq,1,-seqwidth,48,-trial,0,data,6952368,6938051,13890419,13890420,1000,,,,,,1000,50,50,100000,23,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1471.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.23.-nrq.1.-seqwidth.48.-trial.0.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 23 -nrq 1",tapuz40
step1472,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,23,-nrq,1,-seqwidth,48,-trial,1,data,6654604,6641416,13296020,13296021,1000,,,,,,1000,50,50,100000,23,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1472.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.23.-nrq.1.-seqwidth.48.-trial.1.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 23 -nrq 1",tapuz40
step1473,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,23,-nrq,1,-seqwidth,48,-trial,2,data,6834955,6822495,13657450,13657451,1000,,,,,,1000,50,50,100000,23,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1473.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.23.-nrq.1.-seqwidth.48.-trial.2.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 23 -nrq 1",tapuz40
step1474,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,23,-nrq,1,-seqwidth,48,-trial,3,data,6939828,6918637,13858465,13858466,1000,,,,,,1000,50,50,100000,23,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1474.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.23.-nrq.1.-seqwidth.48.-trial.3.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 23 -nrq 1",tapuz40
step1475,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,23,-nrq,1,-seqwidth,48,-trial,4,data,6534721,6522019,13056740,13056741,1000,,,,,,1000,50,50,100000,23,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1475.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.23.-nrq.1.-seqwidth.48.-trial.4.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 23 -nrq 1",tapuz40
step1476,tapuz40,dsbench_hytm2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,50,-d,50,-rq,0,-rqsize,256,-nwork,23,-nrq,1,-seqwidth,48,-trial,5,data,7664192,7648389,15312581,15312582,1000,,,,,,1000,50,50,100000,23,debra,new,none,,6,1,,,,,,,0,0,0,0,0,,,,,,,"step1476.tapuz40.dsbench_hytm2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.50.-d.50.-rq.0.-rqsize.256.-nwork.23.-nrq.1.-seqwidth.48.-trial.5.data","   ./tapuz40.dsbench_hytm2 -t 1000 -mr debra -ma new -mp none -p -k 100000 -i 50 -d 50 -rq 0 -rqsize 256 -nwork 23 -nrq 1",tapuz40
