step,dummy,alg,-t,t,-mr,mr,-ma,ma,-mp,mp,-p,-k,k,-i,i,-d,d,-rq,rq,-rqsize,rqsize,-nwork,nwork,-nrq,nrq,-seqwidth,seqwidth,-trial,trial,-data,total insert succ,total erase succ,throughput,incl. queries,elapsed milliseconds,tree,footprint after prefilling,footprint at the end,footprint peak in prefill,footprint peak overall,MILLIS_TO_RUN,INS,DEL,MAXKEY,WORK_THREADS,RECLAIM_TYPE,ALLOC_TYPE,POOL_TYPE,WIDTH_SEQ,THREAD_BINDING,PREFILL,PAPI_L1_DCM,PAPI_L2_TCM,PAPI_L3_TCM,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_TOT_ISR,allocated~5,deallocated~2,recycled~2,pool~2,reclaim~2,obj1type,obj1size,obj1allocated,obj2type,obj2size,obj2allocated,filename,cmd,machine
step2163,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,3,-nrq,1,-seqwidth,48,-trial,2,data,651541,651563,1303104,3287412,1000,,,,,,1000,20,20,10000,3,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2163.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.3.-nrq.1.-seqwidth.48.-trial.2.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 3 -nrq 1",cheshire-r07u05
step2164,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,3,-nrq,1,-seqwidth,48,-trial,3,data,680442,681555,1361997,3438921,1000,,,,,,1000,20,20,10000,3,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2164.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.3.-nrq.1.-seqwidth.48.-trial.3.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 3 -nrq 1",cheshire-r07u05
step2165,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,3,-nrq,1,-seqwidth,48,-trial,4,data,634422,633462,1267884,3204200,1000,,,,,,1000,20,20,10000,3,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2165.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.3.-nrq.1.-seqwidth.48.-trial.4.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 3 -nrq 1",cheshire-r07u05
step2166,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,3,-nrq,1,-seqwidth,48,-trial,5,data,677877,677099,1354976,3421161,1000,,,,,,1000,20,20,10000,3,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2166.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.3.-nrq.1.-seqwidth.48.-trial.5.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 3 -nrq 1",cheshire-r07u05
step2167,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,5,-nrq,0,-seqwidth,48,-trial,0,data,1767568,1766559,3534127,8820812,1000,,,,,,1000,20,20,10000,5,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2167.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.5.-nrq.0.-seqwidth.48.-trial.0.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 5 -nrq 0",cheshire-r07u05
step2168,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,5,-nrq,0,-seqwidth,48,-trial,1,data,1728325,1725293,3453618,8629910,1000,,,,,,1000,20,20,10000,5,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2168.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.5.-nrq.0.-seqwidth.48.-trial.1.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 5 -nrq 0",cheshire-r07u05
step2169,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,5,-nrq,0,-seqwidth,48,-trial,2,data,1710053,1712918,3422971,8549782,1000,,,,,,1000,20,20,10000,5,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2169.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.5.-nrq.0.-seqwidth.48.-trial.2.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 5 -nrq 0",cheshire-r07u05
step216,cheshire-r07u05,dsbench_tl2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,19,-nrq,0,-seqwidth,48,-trial,5,data,1136850,1138292,2275142,5677546,1000,,,,,,1000,20,20,10000,19,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step216.cheshire-r07u05.dsbench_tl2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.19.-nrq.0.-seqwidth.48.-trial.5.data","timeout 4    ./cheshire-r07u05.dsbench_tl2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 19 -nrq 0",cheshire-r07u05
step2170,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,5,-nrq,0,-seqwidth,48,-trial,3,data,1717839,1717993,3435832,8579807,1000,,,,,,1000,20,20,10000,5,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2170.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.5.-nrq.0.-seqwidth.48.-trial.3.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 5 -nrq 0",cheshire-r07u05
step2171,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,5,-nrq,0,-seqwidth,48,-trial,4,data,1787693,1788203,3575896,8932721,1000,,,,,,1000,20,20,10000,5,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2171.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.5.-nrq.0.-seqwidth.48.-trial.4.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 5 -nrq 0",cheshire-r07u05
step2172,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,5,-nrq,0,-seqwidth,48,-trial,5,data,1682425,1683443,3365868,8400058,1000,,,,,,1000,20,20,10000,5,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2172.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.5.-nrq.0.-seqwidth.48.-trial.5.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 5 -nrq 0",cheshire-r07u05
step2173,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,4,-nrq,1,-seqwidth,48,-trial,0,data,865178,866147,1731325,4355927,1000,,,,,,1000,20,20,10000,4,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2173.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.4.-nrq.1.-seqwidth.48.-trial.0.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 4 -nrq 1",cheshire-r07u05
step2174,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,4,-nrq,1,-seqwidth,48,-trial,1,data,816589,816282,1632871,4112405,1000,,,,,,1000,20,20,10000,4,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2174.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.4.-nrq.1.-seqwidth.48.-trial.1.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 4 -nrq 1",cheshire-r07u05
step2175,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,4,-nrq,1,-seqwidth,48,-trial,2,data,867185,866296,1733481,4363702,1000,,,,,,1000,20,20,10000,4,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2175.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.4.-nrq.1.-seqwidth.48.-trial.2.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 4 -nrq 1",cheshire-r07u05
step2176,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,4,-nrq,1,-seqwidth,48,-trial,3,data,849161,847719,1696880,4267580,1000,,,,,,1000,20,20,10000,4,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2176.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.4.-nrq.1.-seqwidth.48.-trial.3.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 4 -nrq 1",cheshire-r07u05
step2177,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,4,-nrq,1,-seqwidth,48,-trial,4,data,855373,856418,1711791,4306362,1000,,,,,,1000,20,20,10000,4,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2177.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.4.-nrq.1.-seqwidth.48.-trial.4.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 4 -nrq 1",cheshire-r07u05
step2178,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,4,-nrq,1,-seqwidth,48,-trial,5,data,866910,868552,1735462,4365022,1000,,,,,,1000,20,20,10000,4,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2178.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.4.-nrq.1.-seqwidth.48.-trial.5.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 4 -nrq 1",cheshire-r07u05
step2179,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,6,-nrq,0,-seqwidth,48,-trial,0,data,2095898,2094032,4189930,10463481,1000,,,,,,1000,20,20,10000,6,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2179.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.6.-nrq.0.-seqwidth.48.-trial.0.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 6 -nrq 0",cheshire-r07u05
step217,cheshire-r07u05,dsbench_tl2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,18,-nrq,1,-seqwidth,48,-trial,0,data,1126274,1126251,2252525,5621778,1000,,,,,,1000,20,20,10000,18,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step217.cheshire-r07u05.dsbench_tl2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.18.-nrq.1.-seqwidth.48.-trial.0.data","timeout 4    ./cheshire-r07u05.dsbench_tl2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 18 -nrq 1",cheshire-r07u05
step2180,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,6,-nrq,0,-seqwidth,48,-trial,1,data,2108251,2104641,4212892,10519671,1000,,,,,,1000,20,20,10000,6,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2180.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.6.-nrq.0.-seqwidth.48.-trial.1.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 6 -nrq 0",cheshire-r07u05
step2181,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,6,-nrq,0,-seqwidth,48,-trial,2,data,2046860,2048158,4095018,10222860,1000,,,,,,1000,20,20,10000,6,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2181.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.6.-nrq.0.-seqwidth.48.-trial.2.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 6 -nrq 0",cheshire-r07u05
step2182,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,6,-nrq,0,-seqwidth,48,-trial,3,data,2058002,2058552,4116554,10282072,1000,,,,,,1000,20,20,10000,6,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2182.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.6.-nrq.0.-seqwidth.48.-trial.3.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 6 -nrq 0",cheshire-r07u05
step2183,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,6,-nrq,0,-seqwidth,48,-trial,4,data,2138999,2143316,4282315,10693247,1000,,,,,,1000,20,20,10000,6,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2183.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.6.-nrq.0.-seqwidth.48.-trial.4.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 6 -nrq 0",cheshire-r07u05
step2184,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,6,-nrq,0,-seqwidth,48,-trial,5,data,1973306,1972743,3946049,9854199,1000,,,,,,1000,20,20,10000,6,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2184.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.6.-nrq.0.-seqwidth.48.-trial.5.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 6 -nrq 0",cheshire-r07u05
step2185,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,5,-nrq,1,-seqwidth,48,-trial,0,data,1094624,1092944,2187568,5494784,1000,,,,,,1000,20,20,10000,5,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2185.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.5.-nrq.1.-seqwidth.48.-trial.0.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 5 -nrq 1",cheshire-r07u05
step2186,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,5,-nrq,1,-seqwidth,48,-trial,1,data,1076641,1075351,2151992,5401690,1000,,,,,,1000,20,20,10000,5,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2186.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.5.-nrq.1.-seqwidth.48.-trial.1.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 5 -nrq 1",cheshire-r07u05
step2187,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,5,-nrq,1,-seqwidth,48,-trial,2,data,1103600,1105106,2208706,5549330,1000,,,,,,1000,20,20,10000,5,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2187.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.5.-nrq.1.-seqwidth.48.-trial.2.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 5 -nrq 1",cheshire-r07u05
step2188,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,5,-nrq,1,-seqwidth,48,-trial,3,data,1108415,1105219,2213634,5563272,1000,,,,,,1000,20,20,10000,5,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2188.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.5.-nrq.1.-seqwidth.48.-trial.3.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 5 -nrq 1",cheshire-r07u05
step2189,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,5,-nrq,1,-seqwidth,48,-trial,4,data,1091971,1091354,2183325,5484096,1000,,,,,,1000,20,20,10000,5,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2189.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.5.-nrq.1.-seqwidth.48.-trial.4.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 5 -nrq 1",cheshire-r07u05
step218,cheshire-r07u05,dsbench_tl2,-t,1000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,18,-nrq,1,-seqwidth,48,-trial,1,data,1110213,1113054,2223267,5550847,1000,,,,,,1000,20,20,10000,18,debra,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step218.cheshire-r07u05.dsbench_tl2.-t.1000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.18.-nrq.1.-seqwidth.48.-trial.1.data","timeout 4    ./cheshire-r07u05.dsbench_tl2 -t 1000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 18 -nrq 1",cheshire-r07u05
step2190,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,5,-nrq,1,-seqwidth,48,-trial,5,data,1039649,1040146,2079795,5227592,1000,,,,,,1000,20,20,10000,5,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2190.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.5.-nrq.1.-seqwidth.48.-trial.5.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 5 -nrq 1",cheshire-r07u05
step2191,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,7,-nrq,0,-seqwidth,48,-trial,0,data,1838469,1841117,3679586,9191078,1000,,,,,,1000,20,20,10000,7,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2191.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.7.-nrq.0.-seqwidth.48.-trial.0.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 7 -nrq 0",cheshire-r07u05
step2192,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,7,-nrq,0,-seqwidth,48,-trial,1,data,1792764,1790686,3583450,8946876,1000,,,,,,1000,20,20,10000,7,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2192.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.7.-nrq.0.-seqwidth.48.-trial.1.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 7 -nrq 0",cheshire-r07u05
step2193,cheshire-r07u05,dsbench_hytm1,-t,1000,-mr,none,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,7,-nrq,0,-seqwidth,48,-trial,2,data,2028698,2028127,4056825,10137321,1000,,,,,,1000,20,20,10000,7,none,new,none,,102,1,,,,,,,0,0,0,0,0,,,,,,,"step2193.cheshire-r07u05.dsbench_hytm1.-t.1000.-mr.none.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.7.-nrq.0.-seqwidth.48.-trial.2.data","timeout 4    ./cheshire-r07u05.dsbench_hytm1 -t 1000 -mr none -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 7 -nrq 0",cheshire-r07u05
